SITE,YEAR,TREE_ID,BAND_NUM,SP,UNIQUE_ID,DATA_SET,ORG_DBH,GAP_WIDTH,DBH,DOY,SKIP,ADJUST,REMOVE,NEW_BAND
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,68.27,31.00067903,48,0,0,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,131.96,86.64360017,48,0,1,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,26.72,86.55542833,48,0,1,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,16.98,20.9709831,48,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,68.15,30.99685931,60,0,0,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,131.7,86.63532411,60,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,26.33,86.54301424,60,0,1,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,16.95,20.97002817,60,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,68.38,31.00418043,76,0,0,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,132.21,86.65155791,76,0,1,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,26.97,86.56338607,76,0,1,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.21,20.97830423,76,0,1,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,68.34,31.0029072,82,0,0,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,132.01,86.64519171,82,0,1,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,26.76,86.55670157,82,0,1,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.09,20.97448451,82,0,1,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,68.29,31.00131565,89,0,0,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,131.52,86.62959453,89,0,1,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,26.35,86.54365086,89,0,1,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.02,20.97225634,89,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,68.17,30.99749593,100,0,1,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,131.42,86.62641143,100,0,1,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,26.27,86.54110438,100,0,1,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.02,20.97225634,100,0,1,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,68.14,30.996541,107,0,0,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,130.44,86.59521706,107,0,1,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,25.37,86.51245649,107,0,1,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.03,20.97257465,107,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,68.22,30.99908748,116,0,0,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,131.35,86.62418326,116,0,1,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,26.21,86.53919452,116,0,1,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.39,20.98403381,116,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,68.84,31.01882269,128,0,0,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,131.86,86.64041707,128,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,26.84,86.55924805,128,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.51,20.98785353,128,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,70.73,31.07898326,142,0,1,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,132.53,86.66174383,142,0,1,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,27.32,86.57452692,142,0,1,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.57,20.98976339,142,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,72.54,31.13659735,152,0,0,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,133.75,86.70057763,152,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,29.25,86.63596073,152,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.74,20.99517466,152,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,74.26,31.19134665,159,0,0,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,134.93,86.7381382,159,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,29.89,86.65633256,159,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.66,20.99262818,159,0,1,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,75.98,31.24609595,167,0,1,0,1
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,30.42,86.67320298,167,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.55,20.98912677,167,0,1,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,77.51,31.29479736,172,0,1,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,31.92,86.72094947,172,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.73,20.99485635,172,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,78.92,31.33967905,180,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,32.72,86.74641426,180,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.7,20.99390142,180,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,78.9,31.33904244,190,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,34.58,86.8056199,190,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.09,21.0063155,190,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,81.74,31.42944244,195,0,1,0,1
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,34.81,86.81294102,195,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.97,21.00249578,195,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,82.59,31.45649878,202,0,1,0,1
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,35.17,86.82440018,202,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.91,21.00058592,202,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,83.5,31.48546498,208,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,36.54,86.86800863,208,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.26,21.01172677,208,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,84.14,31.50583682,215,0,1,0,1
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,36.96,86.88137765,215,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.22,21.01045353,215,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,85.03,31.5341664,222,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,37.63,86.90270441,222,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.28,21.01236339,222,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,85.88,31.56122274,230,0,0,0,1
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,38.02,86.9151185,230,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.31,21.01331832,230,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,86.01,31.56536076,236,0,0,0,1
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,38.37,86.92625934,236,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.31,21.01331832,236,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,86.31,31.57491006,243,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301932,INT,29.2,11.29,31.57491006,243,0,0,0,1
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,38.74,86.93803681,243,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.31,21.01331832,243,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,86.31,31.57491006,258,0,0,0,0
SERC,2017,30193,3,FAGR,SERC301932,INT,29.2,11.34,31.57650161,258,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,38.94,86.94440301,258,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.32,21.01363663,258,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,86.34,31.57586499,264,0,0,0,0
SERC,2017,30193,3,FAGR,SERC301932,INT,NA,11.33,31.5761833,264,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,38.97,86.94535794,264,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.27,21.01204508,264,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,86.3,31.57459175,271,0,0,0,0
SERC,2017,30193,3,FAGR,SERC301932,INT,NA,11.33,31.5761833,271,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,38.74,86.93803681,271,0,1,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.27,21.01204508,271,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,86.33,31.57554668,284,0,0,0,0
SERC,2017,30193,3,FAGR,SERC301932,INT,NA,11.36,31.57713823,284,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,38.74,86.93803681,284,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.33,21.01395494,284,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,86.41,31.57809316,299,0,0,0,0
SERC,2017,30193,3,FAGR,SERC301932,INT,NA,11.42,31.57904809,299,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,38.88,86.94249315,299,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,19.05,21.03687325,299,0,1,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,86.75,31.5889157,313,0,0,0,0
SERC,2017,30193,3,FAGR,SERC301932,INT,NA,11.65,31.58636922,313,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,39.45,86.96063681,313,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.38,21.01554649,313,0,1,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,86.67,31.58636922,325,0,0,0,0
SERC,2017,30193,3,FAGR,SERC301932,INT,NA,11.66,31.58668753,325,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,39.46,86.96095512,325,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,18.1,21.00663381,325,0,1,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,86.77,31.58955232,352,0,0,0,0
SERC,2017,30193,3,FAGR,SERC301932,INT,NA,11.69,31.58764246,352,0,0,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,39.31,86.95618047,352,0,0,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.8,20.99708452,352,0,1,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,86.66,31.58605091,24,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,11.37,31.57745654,24,0,0,0,1
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,39.28,86.95522554,24,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,17.42,20.98498874,24,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,86.89,31.59337203,40,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,NA,11.64,31.58605091,40,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,40.06,86.98005371,40,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18.16,21.00854367,40,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,86.8,31.59050725,54,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,11.59,31.58445936,54,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,39.69,86.96827625,54,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18.06,21.00536057,54,0,1,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,86.92,31.59432696,68,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,NA,11.58,31.58414105,68,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,39.74,86.9698678,68,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18,21.00345071,68,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,86.84,31.59178048,74,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,11.64,31.58605091,74,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,39.42,86.95968188,74,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,17.76,20.99581128,74,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,86.91,31.59400865,88,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,11.72,31.58859739,88,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,39.3,86.95586216,88,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,17.98,21.00281409,88,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,86.84,31.59178048,96,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,11.65,31.58636922,96,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,38.92,86.94376639,96,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,17.66,20.99262818,96,0,1,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,86.75,31.5889157,107,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,11.62,31.58541429,107,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,40.63,86.99819738,107,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,17.91,21.00058592,107,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,86.73,31.58827908,116,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,NA,11.69,31.58764246,116,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,39.37,86.95809033,116,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,17.98,21.00281409,116,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,86.69,31.58700584,123,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,NA,11.63,31.5857326,123,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,38.18,86.92021146,123,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,17.85,20.99867606,123,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,87.29,31.60610443,130,0,1,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,11.85,31.59273541,130,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,38.21,86.92116639,130,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,17.94,21.00154085,130,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,88.34,31.63952697,137,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,12.96,31.62806781,137,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,39.55,86.96381991,137,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18.74,21.02700564,137,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,88.5,31.64461993,145,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,NA,13.06,31.63125091,145,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,40.34,86.98896639,145,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18.77,21.02796057,145,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,89.86,31.68791007,151,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,14.34,31.67199458,151,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,40.67,86.99947062,151,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18.78,21.02827888,151,0,0,0,0
SERC,2018,30193,2,FAGR,SERC301931,INT,29.2,89.98,31.69172979,159,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,15.98,31.7241974,159,0,1,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,41.46,87.0246171,159,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18.75,21.02732395,159,0,1,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,17.64,31.77703684,166,0,1,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,42.3,87.05135513,166,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18.7,21.02573241,166,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,19.69,31.84229037,173,0,1,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,44.05,87.10705936,173,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18.93,21.03305353,173,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,21.32,31.89417488,180,0,1,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,44.67,87.12679457,180,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18.79,21.02859719,180,0,1,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,22.58,31.93428192,187,0,1,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,45.57,87.15544246,187,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18.78,21.02827888,187,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,24.13,31.98361995,197,0,1,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,46.55,87.18663683,197,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,18.86,21.03082536,197,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,25.72,32.03423123,204,0,1,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,49.11,87.26812416,204,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.44,21.04928734,204,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,26.01,32.04346221,212,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,49.84,87.29136078,212,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.56,21.05310706,212,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,28.08,32.10935236,234,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,51.3,87.33783403,234,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.43,21.04896903,234,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,28.1,32.10998898,241,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,51.45,87.34260868,241,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.36,21.04674086,241,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,28.32,32.1169918,248,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,51.69,87.35024811,248,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.34,21.04610424,248,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,28.56,32.12463123,257,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,52.86,87.38749037,257,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.51,21.05151551,257,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,28.6,32.12590447,263,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,52.89,87.3884453,263,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.52,21.05183382,263,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,28.64,32.12717771,270,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,53.2,87.39831291,270,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.55,21.05278875,270,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,28.59,32.12558616,277,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.56,21.05310706,277,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,28.59,32.12558616,284,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,53.22,87.39894952,284,0,0,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.48,21.05056058,284,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,28.77,32.13131574,298,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,52.94,87.39003685,298,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.42,21.04865072,298,0,0,0,0
SERC,2018,30193,3,FAGR,SERC301932,INT,29.2,28.89,32.13513546,311,0,0,0,0
SERC,2018,30261,2,LIST2,SERC302612,INT,84.7,53.67,87.41327347,311,0,1,0,0
SERC,2018,30199,1,QUAL,SERC301991,INT,20.9,19.64,21.05565353,311,0,1,0,0
